artist,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,is_top10
Dj Madzzz,Emotional Nights,4ntJeHcYn5q0f9vYcK85ju,10,0.459,0.594,0,-14.138,0,0.0376,0.757,0.382,0.285,128.088,204380,4,0
Caley Rose,Even When,5XqOrTtBrMPKEJmBlDyHd0,23,0.339,0.25,4,-11.657,0,0.0327,0.0,0.0808,0.121,139.597,216857,4,0
Arva,Bueno,09hicVg39NVKjGpIQ4sy1s,42,0.803,0.527,9,-7.393,1,0.244,2.67e-05,0.103,0.646,155.064,161003,4,0
Taylor Red,Bringing Country Back,0a0laoRRgHJtrXYQnpAv4l,31,0.665,0.885,0,-2.89,1,0.0304,4.16e-06,0.291,0.727,110.956,178773,4,0
Davesoul,Already Yours,3TzmNXZotwJVKBEmf4u8sY,23,0.625,0.552,4,-12.059,0,0.0429,1.24e-05,0.0783,0.117,127.997,204994,4,0
Gabriele Catoni,Courage,20oI20zaeLN4cpapG1cf4Q,30,0.394,0.447,6,-7.355,1,0.0284,0.00218,0.115,0.177,107.584,238760,4,0
Violet Aurora,Somewhere Brighter (Alt Mix),6Xt57YaHPUiB0QtpAwopj5,35,0.601,0.688,0,-6.323,1,0.0242,0.0,0.0979,0.738,133.065,271523,4,0
Greg Haway,Subtle Seduction,7b42qLjmWv1r9lrhFB586O,26,0.694,0.767,11,-5.117,0,0.0417,1.9e-06,0.0648,0.458,123.047,163902,4,0
Dundas,PLAY,18Rvf7sUbPV8YdQPyLvrnm,12,0.756,0.616,3,-9.258,1,0.0605,1.49e-05,0.079,0.805,98.649,70638,4,0
Saje,Floating,24bR5dYE3gshWKDPETiOi1,16,0.664,0.245,7,-15.728,0,0.0479,0.0489,0.109,0.193,110.01,158562,4,0
Anna Eisch,More/Less,7fkB4ksIyJcYIwMyvmZUt7,20,0.605,0.473,0,-13.921,1,0.0391,0.0,0.0823,0.571,97.945,144144,4,0
Alex Oliva,Baby Girl,72VdoQInBG6d7EcI5KLMyo,20,0.614,0.626,2,-9.188,0,0.277,0.0,0.215,0.555,111.596,158571,4,0
Jerry Spoon,The Sun,4G0ztkoysWycOkXRI1QocN,35,0.758,0.593,0,-8.459,0,0.0299,0.532,0.0939,0.416,110.003,310444,4,0
Shay Sham,Show Me the Way,6ELl8EVycAFoTMZCPpgjvR,16,0.726,0.454,5,-7.743,1,0.125,0.0,0.0506,0.208,95.011,156604,4,0
Shay Sham,Ecstasy,4A1WgfDDDdwwkhWLkN7k3F,30,0.715,0.677,8,-7.491,0,0.0404,1.34e-06,0.103,0.258,128.041,217469,4,0
Shoegazers,Slipping Away,1dPLmcownv3gaXal9mVVon,16,0.409,0.945,1,-5.705,1,0.0468,0.000113,0.361,0.77,140.027,143813,4,0
Christos Black,The Agonist,4yQbVgzWoVT5f8iK18qBog,46,0.529,0.143,0,-27.951,0,0.0335,0.977,0.125,0.156,119.915,83800,4,0
SIXN,Medisin,1AL83ps1pIUxOQWEfY4RtM,54,0.57,0.803,8,-6.233,1,0.0883,0.0,0.792,0.321,88.051,135115,4,0
Nick Thurl Mavromatis,No Feelings,5d5ZIoNVKtk06xrVbexuQe,51,0.646,0.742,7,-5.51,0,0.0383,0.0,0.079,0.645,152.043,117632,4,0
Christine Nguyen,Stranded,3u4LNLlgtBsmV0f6IuLRqA,31,0.41,0.373,9,-10.516,0,0.0972,1.23e-05,0.131,0.151,102.039,190136,1,0
SAIID ZEIDAN,In My Sleep,2FCbNfFS9WBSXucsgBaX4R,21,0.799,0.404,11,-10.506,1,0.062,0.000181,0.109,0.272,120.009,223999,4,0
Valentine Joyce,Hold Me,0WZqUvveRISb1kHt1VCewg,17,0.639,0.904,0,-8.499,0,0.0401,0.865,0.106,0.924,117.011,233763,4,0
Oghamyst,Dreaming Love - Unplugged Version,780GDdyXFrtU5wVg5dGymf,19,0.413,0.133,6,-14.531,1,0.0322,0.0,0.0699,0.633,139.71,227312,5,0
Elion Melody,Red Mercedes,6hopfjGjh9Gbd7EIPkvHy1,23,0.817,0.467,4,-7.689,1,0.0393,1.02e-06,0.107,0.479,120.035,193714,4,0
Ogan Cihan Öcal,Merhabalar,4qa2l0D7tJ9wJ8lZ6TS29e,34,0.746,0.659,9,-7.456,0,0.0291,0.0,0.093,0.872,134.034,207273,4,0
Plummy,Veronica,1RNyAKP31NRTxp0b8UMZJQ,27,0.695,0.403,5,-13.922,0,0.0388,0.000382,0.212,0.603,146.938,213982,4,0
Charles Connolly,Never Said Goodbye,02rig5CswqLMKqk8oNTfQU,20,0.703,0.521,5,-8.457,0,0.0317,0.00522,0.124,0.458,100.008,202200,3,0
Olivia Goga,Devil Inside,1uRsCaQhb383ojQivTSeJa,6,0.654,0.268,6,-13.423,1,0.0555,1.96e-06,0.147,0.132,126.02,213815,4,0
Jessica Towler,Stronger,19e18NwlD2TghIMPgDDaH7,16,0.722,0.477,1,-7.407,1,0.0636,0.0,0.0974,0.308,124.912,172103,4,0
ABMAN,Summertime,3oMUQpsacfaKUIRYK2EXmO,20,0.772,0.928,11,-3.557,0,0.0905,0.665,0.631,0.319,120.112,83062,4,0
Marble Waves,Extra Ordinary,6LLIbka8ktbaAkcDK0qPNz,23,0.277,0.446,11,-10.07,1,0.0468,7.81e-06,0.111,0.265,170.826,238060,4,0
Gio Yaquinto,Sunflower,4guE0ezrwRTa9SkoRyLy9C,15,0.638,0.548,2,-8.4,1,0.0311,0.000156,0.256,0.882,139.972,183202,4,0
Seepeoples,Blink,15tKB3jCl0fJYC0tFwYYDb,27,0.645,0.606,4,-8.05,1,0.0486,0.000186,0.0631,0.927,144.009,192080,4,0
Amaury Laurent Bernier,Groundhog May,1loqWmkhfrvzeuDFYprGCH,27,0.653,0.382,11,-8.483,0,0.0496,0.000101,0.132,0.601,131.662,168463,4,0
chap,This Mirror Still Reflects You.,2iAJj2kUxcdjrLZAoH1BsL,16,0.418,0.295,6,-16.922,0,0.162,0.00108,0.155,0.203,144.801,132885,4,0
Julissa Vazquez,Treat You Right,1BHSqJAK079waKVUhvQbCX,15,0.619,0.634,7,-8.509,0,0.53,0.0,0.13,0.302,193.959,161693,4,0
Samantha Cokeley,Explode,6RfB0fZ5XkMMsTpGiH0Ytf,15,0.415,0.531,1,-9.419,0,0.0844,3.3e-06,0.102,0.176,98.054,206400,4,0
Jeffrey Chan,Glow,0RmYCbR7yXuOSKchbRMaz7,33,0.701,0.756,9,-6.094,1,0.0634,0.000444,0.125,0.354,107.947,207898,4,0
X3N,Nature Echos,0CiTHO4j5cqrhhd05jSZfx,5,0.901,0.371,7,-13.18,1,0.294,0.0309,0.35,0.685,119.946,133350,4,0
ya,The Edm Song,02ht5k0eDMdTEUD3Og06Sj,11,0.867,0.687,10,-7.207,0,0.0533,0.392,0.104,0.415,120.03,104829,4,0
Dandelyin,Marrow,7xFRyxa6ZO5BS59XcN0J1G,19,0.565,0.398,0,-13.334,1,0.0302,0.00257,0.183,0.169,127.904,212578,4,0
Claire Donzelli,Lift Me Higher,14RaBOwmMRhhGYOHSQWciS,24,0.633,0.541,3,-10.891,1,0.033,0.0,0.0949,0.335,143.928,166928,4,0
Bryce Bowyn,Just Love Me,6BY2NHrxvYAAUMOiUIbPA5,28,0.596,0.696,0,-5.768,1,0.0573,0.0,0.17,0.473,133.029,170075,4,0
The Nathaniel Hardy Project,Moonlight in Baltimore,3wXSh9sTOLfWUuYkkmU289,16,0.467,0.291,0,-12.41,1,0.0451,0.000431,0.121,0.358,94.74,142578,4,0
Dewey!,Honey Pie,03V1pHDlGJ9UOKVNryGaXI,16,0.687,0.518,0,-11.188,0,0.138,3.58e-05,0.305,0.27,122.038,147097,4,0
Chopface,Blind Date,4zUdLzNi3K4qBiiAyDncJ1,17,0.718,0.294,6,-20.177,0,0.376,0.000125,0.0829,0.388,140.916,126428,4,0
Lisa Beth,Flash Bang,11paXQQyeswppT5DWlh2R4,20,0.597,0.49,5,-11.101,0,0.0722,0.642,0.203,0.193,134.834,204461,4,0
Jodye Phoenix,Glow,68Xv6JzNSsRmVrBZlTFe5x,16,0.949,0.303,2,-3.973,0,0.0763,0.0,0.0523,0.93,111.118,105946,4,0
CARLA,Safe Haven (Remix),6xMUlsouSsJBV8XXC85waA,12,0.823,0.702,4,-7.039,1,0.0953,8.96e-06,0.135,0.475,120.033,158000,4,0
Gia Darcy,Lies,2OeuOJLBAU3IgibJmJs8ki,41,0.65,0.754,8,-5.974,0,0.0523,7.78e-06,0.257,0.741,100.012,230400,4,0
Losol,Make It Better,45U94KfHCWUJ9bt7yzh5UW,17,0.195,0.298,0,-13.254,1,0.0334,0.834,0.106,0.0335,79.556,217194,4,0
Coumarin,Dreams,5EclxNYgNaP921FqhGsiHd,15,0.363,0.839,11,-4.415,0,0.041,0.00181,0.168,0.399,140.039,222306,4,0
Rogério Carrilo,Eu Só Sei,76hHARR7m1AP5IeopDYSnt,22,0.735,0.552,0,-6.347,0,0.0674,0.0,0.15,0.621,94.999,163579,4,0
Sumit,Tequila,7k0viuad6Q3DvE8bo6qIf1,22,0.803,0.677,0,-6.595,1,0.221,0,0.206,0.875,134.924,158222,4,0
Dueski,Behind the Scenes,0t4oJmlwcCqWA2mN31t9Cu,24,0.526,0.774,6,-5.546,0,0.24,0,0.134,0.309,171.824,155500,4,0
KALEIN,Chapter in My Story,0AYhOg1rZLXQ61OdqbN6fF,27,0.738,0.703,2,-6.834,1,0.198,0,0.3,0.623,80.02,175000,4,0
Caleb Hearn,You Know,03B9dSp2gjg3sRh8mIMn3H,41,0.677,0.704,8,-9.338,1,0.0276,0,0.128,0.841,119.995,202633,4,0
Caleb Stanton,In Everything,5udrkcrGTXa9VWC1yBeQP3,14,0.574,0.408,1,-10.86,1,0.0409,0,0.102,0.503,143.882,213333,4,0
The Image,Beaujolais,6xOkUVKmQ2Yvg8ceMqnaoC,43,0.567,0.505,0,-6.894,1,0.223,0,0.111,0.359,109.888,177386,5,0
Matt Hansen,warn me right before i fall in love,4ucogp6BTsf1aDmRGIUOF0,11,0.613,0.633,7,-9.524,1,0.0766,0.000176,0.163,0.478,80.005,137989,4,0
Max Viner,New Normal - Side B - Radio edit,5qiBMBPp4byTY9fvmJa31X,14,0.501,0.571,8,-10.021,1,0.0268,0.0977,0.063,0.436,149.963,284387,4,0
Xander Sallows,Don't Need Perfect,3oorhPNxvatWvTKXc29Bvb,30,0.764,0.549,7,-10.118,1,0.254,0,0.0752,0.622,170.012,193412,4,0
Saint Jaimz,Absent Without Love (Awol),745iVzyAheVkPywblTik7z,33,0.498,0.649,11,-4.079,0,0.137,0,0.121,0.238,139.616,276402,4,0
Josh Sellers,Animal,10ShH1GMLOPs5FafGv1CeG,26,0.811,0.62,1,-6.701,0,0.0545,9.27e-05,0.0833,0.968,128.029,164090,4,0
Caleb Stanton,That Day,0wbCfGtPJRCz94YyYsaZlF,28,0.688,0.154,9,-16.01,1,0.0344,0,0.0773,0.379,136.02,201176,4,0
Caroline Jones,All of the Boys - Country Mix,3gcZsNuGubRdLw3xKHMyvg,46,0.631,0.874,3,-4.625,1,0.0499,0,0.308,0.859,120.006,195669,4,0
Ava Camille,Think About It,2oT8DZRE8hgyX7Xae0BePb,40,0.463,0.192,0,-11.753,1,0.0384,0,0.0943,0.219,116.694,192000,4,0
Matthew Parker,Lead Me Home - Remix,2P4986oBOnNvx6cyUOQEFI,32,0.394,0.702,10,-7.856,0,0.088,8.77e-06,0.134,0.439,173.915,208305,4,0
Ben Lawrence,therapy,2isZT1TGP7Is210EAK0r1x,30,0.634,0.123,5,-18.933,1,0.0415,1.86e-05,0.145,0.264,143.865,190007,4,0
TAROT,Salt Water Taffy,5SGDKD5d6ePLr9mPifJh3b,30,0.701,0.47,9,-10.319,1,0.0455,0,0.208,0.755,130.91,183206,4,0
Archer Brady,Srry 4 Evrythng. (Electro),17C4pSV9l0hhcYAaoWwGkR,20,0.502,0.843,4,-10.422,1,0.0337,0,0.149,0.737,149.983,184333,4,0
Caleb Hearn,Distracted,26RnwvvF7C4TQAUe1HR0XN,38,0.782,0.576,8,-7.658,0,0.0316,0,0.11,0.627,128.012,165000,4,0
OCTBRSKY,Absence Of Love,5YOUECXJlE2UgPDopXE52f,38,0.5,0.585,5,-6.107,1,0.039,4.45e-06,0.508,0.218,139.865,195462,4,0
Greg Duffy,Westward Bound,2nat4I84R6U7YjVrltg1rs,37,0.341,0.428,6,-8.874,1,0.0294,2.14e-06,0.1,0.27,64.859,199356,4,0
Nyman,Ferrari,3kJ7Saek9grMJiMo83ExG0,28,0.714,0.684,8,-5.586,1,0.0313,0,0.0979,0.757,108.066,182353,4,0
Erin Kirby,Practice Girlfriend,4I2oDAWsEtAA4kFNDW1b7v,41,0.772,0.544,5,-5.538,1,0.0389,6.42e-06,0.0855,0.562,127.059,143557,4,0
Elevate,Who,7H6oC6vNQmocE7Fei0MHiu,29,0.749,0.57,5,-6.091,1,0.037,0,0.093,0.286,135.029,211154,4,0
Elliot Wren,Good Luck,21cpSXwjiiZoHogxw7bZxB,40,0.491,0.797,11,-4.861,1,0.108,0,0.108,0.486,201.594,168829,4,0
Daylongsigh,Clinger,0TSqCPF6mfKlPtsPUnVwqU,19,0.54,0.447,0,-18.086,1,0.0468,0.0356,0.09,0.109,109.998,191028,4,0
Caleb Hearn,Lost My Mind,6Mfq1mfUJtZ9NhADO8Bx1Q,35,0.694,0.373,9,-6.958,1,0.0313,0,0.084,0.2,79.989,168000,4,0
Licy-Be,Never Gonna Leave,64FwvPMQitvx7EZ8EruMKJ,26,0.832,0.573,5,-11.101,1,0.142,0,0.11,0.422,92.955,202266,4,0
Jeron Divine,Outerbanks,5cYjhSv8U8OvQQ0alCH0pt,47,0.61,0.761,10,-8.782,1,0.0459,0.191,0.114,0.965,79.951,127523,4,0
Dueski,Lay Low,2YCFOs4J5ctuy4RPZytSjn,20,0.919,0.549,1,-9.645,1,0.262,0,0.0994,0.597,130.15,146704,4,0
Chris Emond,Tang,34CfbBMcScgIykDnddp8y2,11,0.677,0.672,0,-9.903,1,0.104,0,0.304,0.647,108.033,163782,4,0
Salty,Too Slow,5lhXPgQrT0WsjS5ZdEy8ON,19,0.475,0.735,5,-7.363,1,0.0355,3.65e-06,0.0992,0.539,140.06,178834,4,0
J A X O N,18months.,28d66lD4YvXagEl9CrbrLv,19,0.808,0.538,10,-8.104,1,0.062,0,0.123,0.463,135.981,171176,4,0
Owen Grady,Rain on My Windshield,1N3sVvTInphKQbyxnKvyvc,22,0.611,0.26,3,-12.139,1,0.0537,0.00135,0.268,0.266,79.044,227856,4,0
Josh Sellers,Hold On,6hpk1Diajrec7ODczzzU2I,10,0.796,0.261,1,-17.006,0,0.0672,0.553,0.107,0.434,140.062,156000,4,0
JSteph,Broken Cathedral,3eEY9lmC386kFpXm16qEDg,22,0.641,0.426,1,-11.155,1,0.0471,0,0.244,0.205,109.99,158354,4,0
Ben Lawrence,i'm not That guy,6MY8DQdUKiXbCNNsChJT2A,20,0.863,0.653,8,-4.744,0,0.0386,6.7e-06,0.0943,0.941,111.994,194466,4,0
Josh Sellers,We're Not the Same,0YeW1W5Qf42gpRd12vwnGp,22,0.514,0.252,9,-13.219,1,0.031,1.26e-05,0.107,0.143,145.476,171033,4,0
Josh Sellers,Out Of Love,06wWh9IiswDkSjVYkUlUNG,9,0.296,0.271,4,-14.664,0,0.0379,0.00137,0.101,0.117,127.454,322667,3,0
Naes London,Let This Go,1iulZwlQGbTAKCQnGfJwHm,19,0.704,0.701,0,-7.846,0,0.0364,4.08e-05,0.381,0.389,99.998,194500,4,0
Ben Lawrence,girl from canada,39qFxAuOOERHaejNGYrLCH,18,0.924,0.315,9,-11.461,1,0.097,0,0.105,0.405,100.002,156000,4,0
Josh Sellers,Lay It All Down,0sMaeyft1bky8tXFyEYFtd,7,0.837,0.141,0,-16.348,1,0.0487,0.00663,0.1,0.506,100.015,213600,4,0
Ben Lawrence,Wait.,6LaNZ9wL9ncGxkLkEdveEO,16,0.718,0.351,9,-9.545,1,0.152,1.58e-06,0.104,0.243,149.773,195209,4,0
Olivia Castriota,Leaving You,4xuNce1ghlvZnJbytHk6ny,36,0.749,0.826,7,-5.468,1,0.0597,0.000194,0.137,0.537,121.97,176987,4,0
Dueski,Jungle,5CBZ1pMkCnXxzmmL35SMhk,18,0.818,0.363,6,-10.485,0,0.0958,0.118,0.0908,0.179,120.987,143360,4,0
Ben Lawrence,Purpose from the Pain,6q0GXWq3neuVd0jmeMuaKN,11,0.753,0.298,7,-11.311,1,0.0321,0.00311,0.107,0.306,101.01,200503,4,0
Liam Hull,Fire.,4Q6a5qUjeC7obH5UueZo97,19,0.748,0.37,7,-13.573,1,0.0377,1.25e-05,0.202,0.626,99.959,165603,4,0
Jeron Divine,Pretty Girls,0mh4xBxDM0ctCi0J2G3IKS,27,0.722,0.38,4,-13.823,1,0.0354,0.24,0.305,0.639,115.049,124249,4,0
Caleb Hearn,Vibe,2wevBXzUVJbTvBBlOaXGGw,30,0.786,0.612,4,-7.413,0,0.0371,0,0.132,0.527,137.008,196232,4,0
J A X O N,Onesixteen,2GLzpbg13YPXZ8RJhS0ydj,18,0.764,0.509,4,-8.793,0,0.127,8.02e-05,0.085,0.307,91.977,221677,4,0
Salty,Hold You Close,4fRWaWogwMIEEGIUQLFJqp,6,0.69,0.463,6,-8.7,1,0.0263,0,0.104,0.396,134.947,192026,4,0
Josh Sellers,Better Days,4JZ5g9WqNAc4flLDk2IqqT,16,0.806,0.406,5,-14.68,0,0.0875,0.00277,0.106,0.655,99.983,211200,4,0
Carley Carpenter,Unloved You,1gICIWM3gtRSTkLisRBzIL,12,0.72,0.645,1,-4.599,0,0.0664,0.000375,0.2,0.182,101.903,207439,4,0
Jeron Divine,Friday Night,6fXfizPMx5F1qfLeBjx1CA,17,0.699,0.798,5,-5.887,0,0.0302,0,0.374,0.271,109.014,160784,4,0
Greg Duffy,What If It Goes Right,1seHNQemgjOpOWdE7eBlqy,17,0.567,0.507,10,-10.95,1,0.044,0.000535,0.154,0.328,104.926,198286,4,0
JSteph,I'm Sorry,2oFyxwo5Wp4yGEl9DORRji,17,0.747,0.426,6,-8.553,1,0.195,0,0.0783,0.729,150.128,148715,4,0
Ben Lawrence,Luck Is A Game,0n7CrSrvLpV5imSKGV2v1E,18,0.757,0.267,3,-13.077,1,0.0476,0,0.0956,0.403,90.097,180023,4,0
Ava Camille,It Would Be Easier,1LjtXKOIwKfOT9zFnnc0sV,18,0.312,0.257,6,-10.314,1,0.0359,0,0.0736,0.227,176.107,216307,4,0
Ava Camille,I Told You,42wAVh5E3tq6F0Yru2J8C2,27,0.509,0.443,2,-8.951,0,0.139,0.112,0.101,0.425,174.145,176000,4,0
Greg Duffy,Just for Tonight,4gZ6qyqvyvcpoREGX7BQC8,18,0.632,0.751,11,-5.634,1,0.0307,0,0.133,0.434,110.038,212942,4,0
Jeron Divine,Down,0fisC7oza9rpTbuVktJS3C,11,0.667,0.11,4,-15.033,1,0.033,0,0.103,0.139,109.975,233150,4,0
J A X O N,Over Now,2RS4Ub074PXMOkXHYaBck8,15,0.692,0.554,0,-7.825,1,0.046,0,0.06,0.401,137.989,170435,4,0
Brayden George,Just Me,4Tpk7yuKATiOXn2ZOVWz2D,21,0.738,0.408,8,-11.389,1,0.0772,0.00522,0.107,0.423,92.01,172082,4,0
Elevate,Satisfied,7e4phjF2f5aHyiE6FRKrnY,17,0.796,0.488,7,-5.481,1,0.0325,0,0.163,0.38,119.998,172500,4,0
Liam Hull,Take It Back,6cgKkWeFhSU1dynlh7cJPQ,18,0.618,0.291,10,-12.446,1,0.0643,0,0.0569,0.332,175.956,201469,4,0
Brayden George,When We Were Young,6Qhd7hf2rhdP25jDTwI1v2,13,0.745,0.485,8,-9.867,1,0.0598,0,0.104,0.679,145.905,202000,4,0
JANTU,My Time,5Qt9JOhdYDkH30Qi8SRS1e,35,0.739,0.856,9,-5.178,0,0.615,2.64e-05,0.1,0.498,186.137,175484,4,0
WaltMane,Day Dreamin',27q2ugCBXsIWbHYizwibaD,58,0.355,0.0186,7,-24.034,1,0.0389,0.000545,0.122,0.318,139.48,188375,3,0
WaltMane,Day Dreamin' - Instrumental,3Qcm7y4dCOXB2DDLy7cpV3,52,0.523,0.0492,4,-16.538,0,0.0438,0.896,0.137,0.305,142.154,188332,3,0
WaltMane,Look Up,5clGKKFJzzRnEvJL1JeuJx,53,0.597,0.849,8,-8.757,1,0.0736,0.843,0.282,0.378,155.072,161143,4,0
WaltMane,Not Mine,7ugQR1vnTnt6VsEtyvWCuU,52,0.44,0.54,6,-10.436,0,0.0671,0.903,0.126,0.146,144.877,133071,4,0
WaltMane,Praise,6ESJFnJZjkpy4x8kAAnq3e,52,0.632,0.214,1,-14.141,0,0.852,0.847,0.272,0.095,180.292,127615,4,0
WaltMane,Scared,7yoPiNlkSpPwtC2V5kT8vt,51,0.895,0.411,6,-11.717,1,0.192,0.167,0.101,0.655,150.066,105812,4,0
WaltMane,Life Is Easy,7L2gLV74sIrLjB7gExS0yD,56,0.536,0.0538,4,-19.101,0,0.0392,0.971,0.118,0.14,79.723,132000,1,0
WaltMane,My Dog,3HecH0MEhNgwKi9c61DJjZ,53,0.666,0.833,9,-5.894,1,0.0534,0.662,0.162,0.261,141.984,140278,4,0
WaltMane,Fluff,1xro27huxDrfJLdSYLCFDs,51,0.588,0.618,6,-5.876,1,0.0393,0.784,0.111,0.343,171.799,173714,4,0
WaltMane,Branch Manager,6sSvaBNIAtV3Wf3xkbP0Cr,57,0.752,0.95,8,-2.534,1,0.0455,0.899,0.0874,0.216,152.01,189492,4,0
Plant Pappy,Low Down,1jZcfM3oR4Hh9BkdP5f03X,58,0.656,0.166,1,-25.061,0,0.0911,0.587,0.0881,0.171,64.979,167481,4,0
Milo Boomer,Green Thumb,3Vmx2pFRKaCVFYdNR6DNS2,58,0.701,0.264,6,-14.817,0,0.116,0.901,0.103,0.678,76.002,166904,4,0
Dudley Booms,Just Young,1YPc5BUU16GGf9xOF17hpW,58,0.307,0.565,8,-13.346,1,0.0831,0.0132,0.516,0.336,78.147,154870,4,0
Xliro,Idgaf,4fHqPChdtngFgGWYcNSRkR,36,0.554,0.33,6,-16.335,1,0.378,0.0,0.102,0.228,129.819,160000,4,0
Karim Panzetta,My Type,4QxvdUiUt2r4TPa7fQzPvy,59,0.713,0.57,0,-8.457,1,0.0629,0.0,0.0567,0.117,124.906,188029,4,0
Alexander James Rodriguez,My Crew - Tempo Elektrik Remix,6T9kc5KNzQAvbQMsrxxLe9,51,0.721,0.829,1,-6.096,1,0.051,2.56e-05,0.0438,0.846,125.989,209524,4,0
Alexander James Rodriguez,My Crew,3RC7LtwqAiHZOY8HkO2fG9,53,0.825,0.713,1,-5.627,1,0.067,0.000288,0.0821,0.959,147.979,178378,4,0
Alexander James Rodriguez,Your Smile,0VlvO2jAwZdnZwQ9uoVuN1,53,0.841,0.72,5,-6.721,0,0.0615,0.0,0.145,0.78,148.001,171817,4,0
Karim Panzetta,Here I Am,0GuicYMoHlC2T4Qp6Qp05i,63,0.555,0.271,7,-9.987,1,0.0284,0.0,0.118,0.441,82.033,235004,4,0
King 40+,Forty Ain't the New Twenty,6iajajAcD1NqNLm6qdp70i,50,0.801,0.743,6,-8.404,1,0.184,0.0,0.351,0.549,99.977,182327,4,0
Manny James,Never Let Go,0lZu00aIU00O0UTRYasH3R,44,0.587,0.365,4,-12.161,0,0.0441,0.0,0.126,0.227,119.847,183022,4,0
Bartees Strange,Mustang,2WahhszjFFN9qLK3G2ihZL,32,0.374,0.994,1,-2.368,0,0.0935,0.000111,0.565,0.234,147.991,233695,4,0
BENEE,Snail,3qR0txhV0ztr0hNUJGAOG6,65,0.835,0.688,7,-4.855,1,0.0488,0.0046,0.0716,0.678,124.038,180357,4,0
Ana Roxanne,Suite pour l’invisible,5NlPIlKRG8g9axoovHOd5q,33,0.134,0.0529,2,-21.956,1,0.0426,0.878,0.112,0.0821,176.965,421463,4,0
M1llionz,Lagga,5GrnYtEXFHN51MvfBZz9ji,66,0.629,0.78,1,-6.178,1,0.374,0.0,0.0776,0.656,142.874,206197,4,0
Andrew Tuttle,Sun At 5 In 4161,28X5wrV8PXG4PpbEv7pjUt,21,0.151,0.244,9,-16.815,1,0.0302,0.948,0.105,0.0519,78.508,307250,3,0
Amaarae,FANCY,00BMCpbVPPCLgFGRlg3o0c,40,0.797,0.59,5,-6.162,0,0.0379,0.252,0.213,0.504,141.021,143160,4,0
Pa Salieu,My Family (feat. BackRoad Gee),4yDpjbGgFbu1RpFxWK4SJH,61,0.589,0.647,1,-6.514,0,0.452,0.0,0.104,0.51,101.976,160293,4,0
Sprints,The Cheek,7lvC3m1uYeK3DZj0yRAg1X,22,0.475,0.874,8,-5.514,1,0.0595,0.0112,0.0823,0.89,165.094,223019,4,0
Kaylee Elizabeth,Passing Through,5h8UUn8we8nCiZtSwZc1Wy,13,0.388,0.275,6,-11.778,1,0.0279,0.00228,0.127,0.303,149.349,212840,3,0
Ela Minus,"they told us it was hard, but they were wrong.",1KjDoMXZ4pGbebp5PhQi17,33,0.536,0.648,2,-9.991,0,0.0447,0.695,0.11,0.147,129.407,360988,4,0
Pottery,Hot Heater,45bCEpLkpsGenredDwT3dk,28,0.553,0.791,11,-5.734,1,0.0608,6.83e-05,0.102,0.824,116.044,213976,4,0
Eluera,Moderation,2ZI8BIaUuMsmpDHnRORYGv,37,0.652,0.686,6,-5.625,0,0.0321,1.4e-06,0.217,0.798,108.953,212080,4,0
Nova Twins,Play Fair,5uVpBaWzuH4q1U8l1XpNmJ,33,0.505,0.945,5,-3.901,0,0.131,5.64e-05,0.0586,0.437,132.939,212973,4,0
Year of the Knife,Virtual Narcotic,1NsE5YWgbFE7LHhWxm9geZ,37,0.363,0.972,1,-2.991,1,0.0639,8.15e-06,0.587,0.131,97.188,91468,4,0
Dua Saleh,umbrellar,00PXRPuZFlM5dv1FeJa69J,41,0.293,0.85,1,-6.05,1,0.066,0.0304,0.234,0.367,129.634,155763,4,0
Annika Rose,Butterflies,3WQhP2hnLfuSGO6OQT9mz5,34,0.702,0.572,8,-6.625,0,0.0775,0.00217,0.0764,0.668,120.094,188054,4,0
For Those I Love,I Have a Love,4pRCPb4nWNPklpQdurVAiC,38,0.542,0.79,5,-5.66,1,0.115,0.000131,0.0771,0.542,119.929,320013,4,0
The Scent,Don't Ask Me,5U6llZVc2NFK6dIDz1ocMe,18,0.432,0.714,1,-5.739,1,0.0506,0,0.157,0.587,108.317,247867,4,0
We Exist,Animal,1gWnk7vAvNrWilk7VTJPqa,22,0.421,0.627,4,-7.032,0,0.169,3.59e-05,0.0995,0.233,149.989,242017,4,0
Cynik Scald,Storm,17ExwKtKxCO17GFAOZvqiH,35,0.38,0.971,7,-3.396,1,0.183,0.023,0.331,0.225,142.982,181707,4,0
The Scent,Dry Sherry,7pEnLEBqarMGFTwiOoycIk,22,0.465,0.836,6,-4.006,1,0.0502,0,0.146,0.52,131.898,255147,4,0
Segiri,Tastes Like Anarchy - Alex Ross Remix,57ir2IhJ6ea6E9fSOkudsS,40,0.79,0.766,1,-6.994,1,0.113,0,0.087,0.4,120.033,208000,4,0
Skolvonix,Soul Talk (Amhrán Chlotus),6Rc3x0u1S1rfnFaZbWrFPq,26,0.226,0.952,2,-4.187,0,0.127,9.89e-05,0.0918,0.269,90.187,540960,1,0
Segiri,Chances - IMPVLSE Remix,6vTPzw7VGKJ3amjL7Vq8ix,20,0.722,0.764,4,-7.428,0,0.0576,0.157,0.0863,0.434,124.012,224516,4,0
Arva,Bueno,09hicVg39NVKjGpIQ4sy1s,42,0.803,0.527,9,-7.393,1,0.244,2.67e-05,0.103,0.646,155.064,161003,4,0
